,duur,beweging,time,WR,Wk,WRbin,WKbin
560,86,False,2016-02-05 12:03:50.987,242.0,3.4505207538605,5,3
562,85,False,2016-02-05 15:32:54.497,237.0,2.387152671814,5,2
564,85,False,2016-02-06 10:50:39.091,222.0,2.1267359256744,5,2
566,86,False,2016-02-08 09:55:31.188,223.0,2.560763835907,5,2
568,86,False,2016-02-08 13:23:40.193,238.0,4.7743053436279,5,3
570,88,False,2016-02-09 15:55:27.200,314.0,3.0598957538605,7,2
572,89,False,2016-02-09 18:12:12.093,244.0,1.7361110448837,5,2
574,88,False,2016-02-09 20:44:19.692,238.0,3.9930553436279,5,3
576,88,False,2016-02-09 22:27:27.798,234.0,2.365451335907,5,2
578,90,False,2016-02-10 07:06:39.591,217.0,3.949652671814,5,3
580,89,False,2016-02-10 09:39:11.511,224.0,3.2118053436279,5,2
582,87,False,2016-02-10 11:16:55.197,230.0,2.777777671814,5,2
584,86,False,2016-02-10 12:01:06.895,207.0,3.8628470897675,5,3
586,85,False,2016-02-10 12:42:04.187,255.0,5.46875,6,4
588,86,False,2016-02-10 13:36:46.588,244.0,2.9947915077209,5,2
590,86,False,2016-02-10 15:01:55.399,269.0,5.9461803436279,6,4
592,94,False,2016-02-10 15:30:56.903,198.0,3.5156247615814,4,3
594,85,False,2016-02-10 15:35:55.195,215.0,5.0130205154419,5,3
596,87,False,2016-02-10 18:19:44.090,228.0,3.0815970897675,5,2
598,87,False,2016-02-10 20:10:39.790,274.0,0.28211805224419,6,1
600,88,False,2016-02-10 23:04:26.985,229.0,1.4539929628372,5,1
602,90,False,2016-02-11 05:19:54.698,221.0,3.0815970897675,5,2
604,89,False,2016-02-11 07:02:41.699,222.0,1.3454860448837,5,1
606,86,False,2016-02-11 07:24:43.095,220.0,2.2569444179535,5,2
608,89,False,2016-02-11 09:26:15.094,230.0,1.5625,5,2
610,86,False,2016-02-11 13:42:55.099,286.0,2.2786457538605,6,2
612,87,False,2016-02-11 19:03:00.094,229.0,1.410590171814,5,1
614,88,False,2016-02-11 20:52:28.697,235.0,0.99826383590698,5,1
616,88,False,2016-02-12 12:30:48.799,142.0,1.193576335907,3,1
618,87,False,2016-02-12 17:41:28.591,87.0,1.6927082538605,2,2
620,86,False,2016-02-12 18:01:36.192,116.0,1.6493054628372,3,2
622,89,False,2016-02-12 20:27:42.997,42.0,0.75954860448837,1,1
624,89,False,2016-02-12 22:34:46.594,50.0,0.65104162693024,1,1
626,94,False,2016-02-13 06:44:11.099,67.0,0.32552081346512,1,1
628,91,False,2016-02-13 11:51:43.188,331.0,1.0633679628372,7,1
630,92,False,2016-02-14 13:34:48.790,8.0,3.732638835907,0,3
632,92,False,2016-02-15 08:23:05.992,2.0,3.4071178436279,0,3
634,90,False,2016-02-15 10:33:22.988,1.0,1.9314235448837,0,2
636,88,False,2016-02-15 11:50:44.686,16.0,5.490451335907,0,4
638,87,False,2016-02-15 15:36:31.804,30.0,3.125,1,2
640,85,False,2016-02-15 16:03:27.000,352.0,3.4071178436279,0,3
642,86,False,2016-02-15 16:46:29.698,318.0,2.9947915077209,7,2
644,94,False,2016-02-15 23:49:45.893,286.0,0.71614581346512,6,1
646,90,False,2016-02-16 00:49:26.086,299.0,0.65104162693024,7,1
648,98,False,2016-02-16 06:20:08.594,338.0,0.28211805224419,0,1
650,94,False,2016-02-16 07:24:03.397,16.0,0.21701388061047,0,1
652,89,False,2016-02-16 07:36:37.800,313.0,0.1953125,7,0
654,87,False,2016-02-16 07:48:35.706,32.0,0.1953125,1,0
656,90,False,2016-02-16 10:56:43.488,112.0,0.1953125,2,0
658,87,False,2016-02-16 11:25:14.291,183.0,1.0850694179535,4,1
660,87,False,2016-02-16 14:10:34.599,149.0,0.56423610448837,3,1
662,87,False,2016-02-16 15:11:02.805,354.0,1.4539929628372,0,1
664,87,False,2016-02-16 18:06:06.490,84.0,0.62934023141861,2,1
666,99,False,2016-02-17 10:02:52.402,135.0,1.3020832538605,3,1
668,92,False,2016-02-17 10:21:14.894,183.0,0.49913191795349,4,1
670,91,False,2016-02-17 10:58:35.605,109.0,1.5625,2,2
672,88,False,2016-02-17 14:04:23.294,135.0,1.410590171814,3,1
674,87,False,2016-02-17 14:55:33.796,105.0,1.1284722089767,2,1
676,86,False,2016-02-17 17:30:28.087,117.0,0.82465273141861,3,1
678,86,False,2016-02-17 18:04:25.101,149.0,0.56423610448837,3,1
680,90,False,2016-02-17 21:37:19.301,68.0,0.5859375,2,1
682,88,False,2016-02-18 14:24:03.194,242.0,0.78125,5,1
